M_ID;M_CODE;Label;Split;Checked;Style;Action;Action Mod;Business Object;VP;Tags;PARSE
484;1Un_jxpf;comment tables;;;NA;;;comment tables;true;;(ROOT (S (VP (VB comment) (NP (NNS tables)))))
495;1Un_k964;comment tables;;;NA;;;comment tables;true;;(ROOT (S (VP (VB comment) (NP (NNS tables)))))
483;1Un_jwkf;control report portfolio;;;NA;;;control report portfolio;true;;(ROOT (S (VP (VB control) (NP (NN report) (NN portfolio)))))
494;1Un_k89c;control report portfolio;;;NA;;;control report portfolio;true;;(ROOT (S (VP (VB control) (NP (NN report) (NN portfolio)))))
184;1Im_lhqh;cost collector generator;;;NA;;;cost collector generator;true;;(ROOT (S (VP (VB cost) (NP (NN collector) (NN generator)))))
161;1Ex_ej4e;failed bill of exchange;;;NA;;;failed bill of exchange;true;;(ROOT (SINV (VP (VBD failed)) (NP (NN bill) (PP (IN of) (NP (NN exchange))))))
49;1Be_1y63;purchasing;;;AN_NP;purchase;;;false;;(ROOT (NP (NN purchasing)))
67;1Be_2sc7;purchasing;;;AN_NP;purchase;;;false;;(ROOT (NP (NN purchasing)))
73;1Be_30t8;purchasing;;;AN_NP;purchase;;;false;;(ROOT (NP (NN purchasing)))
79;1Be_38qs;purchasing;;;AN_NP;purchase;;;false;;(ROOT (NP (NN purchasing)))
540;1Ve_6mxu;purchasing;;;AN_NP;purchase;;;false;;(ROOT (NP (NN purchasing)))
535;1Ve_6bms;putaway processing;;;AN_NP;process;;putaway;false;;(ROOT (NP (JJ putaway) (NN processing)))
416;1Qu_c5we;q-notifications for a customer complaint;;;NA;;;q-notifications;false;;(ROOT (NP (NNS q-notifications) (PP (IN for) (NP (DT a) (NN customer) (NN complaint)))))
406;1Qu_bmwp;q-notifications with complaint against vendor;;;NA;;;q-notifications;false;;(ROOT (NP (NNS q-notifications) (PP (IN with) (NP (NN complaint))) (PP (IN against) (NP (NN vendor)))))
407;1Qu_bniq;quality info record processing;;;AN_NP;process;;quality info record;false;;(ROOT (FRAG (NP (NN quality) (NN info) (NN record) (NN processing))))
416;1Qu_c5we;quality inspection for delivery and return delivery;;;AN_NP;inspect;;quality;false;;(ROOT (NP (NN quality) (NN inspection) (PP (IN for) (NP (NN delivery) (CC and) (NN return) (NN delivery)))))
421;1Qu_cdn2;quality inspection for goods receipt from production;;;AN_NP;inspect;;quality;false;;(ROOT (NP (NN quality) (NN inspection) (PP (IN for) (NP (NNS goods))) (NN receipt) (PP (IN from) (NP (NN production)))))
411;1Qu_bxuo;quality inspection for the technical object;;;AN_NP;inspect;;quality;false;;(ROOT (NP (NN quality) (NN inspection) (PP (IN for) (NP (DT the) (JJ technical) (NN object)))))
406;1Qu_bmwp;quality inspection in mm;;;AN_NP;inspect;;quality;false;;(ROOT (NP (NN quality) (NN inspection) (PP (IN in) (NP (NN mm)))))
56;1Be_2ft2;quality notification;;;NA;;;quality notification;false;;(ROOT (NP (NN quality) (NN notification)))
554;1Ve_7coq;quantity contract processing;;;AN_NP;process;;quantity contract;false;;(ROOT (NP (NN quantity) (NN contract) (NN processing)))
564;1Ve_7vev;quantity contract processing;;;AN_NP;process;;quantity contract;false;;(ROOT (NP (NN quantity) (NN contract) (NN processing)))
485;1Un_jyvy;quantity units;;;NA;;;quantity units;false;;(ROOT (NP (NN quantity) (NNS units)))
496;1Un_k9yk;quantity units;;;NA;;;quantity units;false;;(ROOT (NP (NN quantity) (NNS units)))
483;1Un_jwkf;file;;;NA;;;file;true;;(ROOT (S (VP (VB file))))
494;1Un_k89c;file;;;NA;;;file;true;;(ROOT (S (VP (VB file))))
485;1Un_jyvy;file names;;;NA;;;file names;true;;(ROOT (S (VP (VB file) (NP (NNS names)))))
496;1Un_k9yk;file names;;;NA;;;file names;true;;(ROOT (S (VP (VB file) (NP (NNS names)))))
40;1An_laym;lease payment;;;NA;;;lease payment;true;;(ROOT (S (VP (VB lease) (NP (NN payment)))))
435;1Tr_f7g6;manual bank statement;;;NA;;manual;bank statement;true;;(ROOT (S (VP (VB manual) (NP (NN bank) (NN statement)))))
162;1Ex_ek3t;manual incoming payments;;;NA;;manual;incoming payments;true;;(ROOT (S (VP (VB manual) (NP (JJ incoming) (NNS payments)))))
171;1Ex_eqw8;manual outgoing payments;;;NA;;manual;outgoing payments;true;;(ROOT (S (VP (VB manual) (NP (JJ outgoing) (NNS payments)))))
506;1Ve_4mua;rebate agreements;;;NA;;;rebate agreements;false;;(ROOT (NP (NN rebate) (NNS agreements)))
508;1Ve_4ose;rebate credit memo;;;NA;;;rebate credit memo;false;;(ROOT (NP (NN rebate) (NN credit) (NN memo)))
506;1Ve_4mua;rebate settlement;;;AN_NP;settle;;rebate;false;;(ROOT (NP (NN rebate) (NN settlement)))
398;1Pr_lp7-;project completion activities;;;NA;;;project completion activities;true;;(ROOT (S (VP (VB project) (NP (NN completion) (NNS activities)))))
2;1An_kc5k;recalculation of depreciation;;;AN_OF;recalculate;;depreciation;false;;(ROOT (NP (NN recalculation) (PP (IN of) (NP (NN depreciation)))))
37;1An_l8wo;recalculation of depreciation;;;AN_OF;recalculate;;depreciation;false;;(ROOT (NP (NN recalculation) (PP (IN of) (NP (NN depreciation)))))
0;1An_ka9y;receipts;;;NA;;;receipts;false;;(ROOT (NP (NNS receipts)))
35;1An_l7u8;receipts;;;NA;;;receipts;false;;(ROOT (NP (NNS receipts)))
365;1Pr_dbx-;recipient list processing;;;AN_NP;process;;recipient list;false;;(ROOT (FRAG (NP (JJ recipient) (NN list) (NN processing))))
365;1Pr_dbx-;recipient processing;;;AN_NP;process;;recipient;false;;(ROOT (NP (JJ recipient) (NN processing)))
488;1Un_k1qh;reclassifications;;;NA;;;reclassifications;false;;(ROOT (NP (NNS reclassifications)))
115;1Er_hsto;reconciliation financial accounting / controlling;;;AN_IRR;reconcile;;financial accounting, controlling;false;;(ROOT (NP (NN reconciliation) (JJ financial) (NN accounting) (JJ \/) (NN controlling)))
87;1Be_8ri3;recount;;;VOS;recount;;;false;;(ROOT (NP (NN recount)))
272;1Pe_lsz3;recruitment request monitoring;;;AN_NP;monitor;;recruitment request;false;;(ROOT (S (NP (NN recruitment)) (VP (NN request) (S (VP (VBG monitoring))))))
280;1Pe_lwqx;recruitment request monitoring;;;AN_NP;monitor;;recruitment request;false;;(ROOT (S (NP (NN recruitment)) (VP (NN request) (S (VP (VBG monitoring))))))
175;1Ex_eugx;recurring entry;;;NA;;;recurring entry;false;;(ROOT (NP (JJ recurring) (NN entry)))
113;1Er_hhi9;redefinition of plan version;;;AN_OF;redefine;;plan version;false;;(ROOT (NP (NN redefinition) (PP (IN of) (NP (NN plan) (NN version)))))
480;1Un_jh6h;redefinition of plan version;;;AN_OF;redefine;;plan version;false;;(ROOT (NP (NN redefinition) (PP (IN of) (NP (NN plan) (NN version)))))
111;1Er_h8hr;redefinition of plan version ( profit center planning );;;AN_OF;redefine;;plan version;false;;(ROOT (NP (NN redefinition) (PP (IN of) (NP (NN plan) (NN version) (PRN (-LRB- -LRB-) (S (VP (VB profit) (NP (NN center) (NN planning)))) (-RRB- -RRB-))))))
478;1Un_japr;redefinition of plan version ( profit center planning );;;AN_OF;redefine;;plan version;false;;(ROOT (NP (NN redefinition) (PP (IN of) (NP (NN plan) (NN version) (PRN (-LRB- -LRB-) (S (VP (VB profit) (NP (NN center) (NN planning)))) (-RRB- -RRB-))))))
444;1Tr_g563;realized gains / losses;;;NA;;;realized gains, realized losses;true;;(ROOT (SINV (VP (VBD realized) (NP (NNS gains))) (NP (VBG \/) (NNS losses))))
197;1In_at4y;refurbishment order creation / processing;;;AN_NP;create, process;;refurbishment order;false;;(ROOT (FRAG (NP (NN refurbishment)) (NP (NN order) (NN creation) (NN \/) (NN processing))))
591;1Ve_musj;registration;;;AN_NP;register;;;false;;(ROOT (NP (NN registration)))
595;1Ve_mx29;registration order processing;;;AN_NP;process;;registration order;false;;(ROOT (NP (NN registration) (NN order) (NN processing)))
453;1Tr_gc22;realized gains / losses;;;NA;;;realized gains, realized losses;true;;(ROOT (SINV (VP (VBD realized) (NP (NNS gains))) (NP (VBG \/) (NNS losses))))
46;1Ar_m8hl;regular payroll processing for benefits plans;;;AN_NP;process;;regular payroll;false;;(ROOT (S (NP (JJ regular) (NN payroll) (NN processing) (PP (IN for) (NP (NNS benefits)))) (VP (VBZ plans))))
15;1An_kmmd;release and implementation of measure;;;AN_OF;release, implement;;measure;false;;(ROOT (NP (NN release) (CC and) (NN implementation) (PP (IN of) (NP (NN measure)))))
22;1An_kynn;release and implementation of measure;;;AN_OF;release, implement;;measure;false;;(ROOT (NP (NN release) (CC and) (NN implementation) (PP (IN of) (NP (NN measure)))))
457;1Tr_gepc;realized gains / losses;;;NA;;;realized gains, realized losses;true;;(ROOT (SINV (VP (VBD realized) (NP (NNS gains))) (NP (VBG \/) (NNS losses))))
462;1Tr_gi0l;realized gains / losses;;;NA;;;realized gains, realized losses;true;;(ROOT (SINV (VP (VBD realized) (NP (NNS gains))) (NP (VBG \/) (NNS losses))))
11;1An_kjk6;release of order [ capital investment - direct capitalization ];;;AN_OF;release;;order;false;;(ROOT (NP (NP-TMP (NP (NN release)) (PP (IN of) (NP (NN order) (CD -LSB-) (NN capital) (NN investment)))) (: -) (JJ direct) (NN capitalization) (NNP -RSB-)))
63;1Be_2ork;release of outline agreements;;;AN_OF;release;;outline agreements;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN outline) (NNS agreements)))))
339;1Pr_43om;release of process order;;;AN_OF;release;;process order;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN process) (NN order)))))
332;1Pr_3nuo;release of production order;;;AN_OF;release;;production order;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN production) (NN order)))))
55;1Be_2aze;release of purchase orders;;;AN_OF;release;;purchase orders;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN purchase) (NNS orders)))))
72;1Be_2xk1;release of purchase orders;;;AN_OF;release;;purchase orders;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN purchase) (NNS orders)))))
78;1Be_34is;release of purchase orders;;;AN_OF;release;;purchase orders;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN purchase) (NNS orders)))))
85;1Be_3j4l;release of purchase orders;;;AN_OF;release;;purchase orders;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN purchase) (NNS orders)))))
545;1Ve_6wdf;release of purchase orders;;;AN_OF;release;;purchase orders;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NN purchase) (NNS orders)))))
62;1Be_2n9n;release of rfqs;;;AN_OF;release;;rfqs;false;;(ROOT (NP (NN release) (PP (IN of) (NP (NNS rfqs)))))
545;1Ve_6wdf;release order;;;NA;;;release order;false;;(ROOT (NP (NN release) (NN order)))
466;1Tr_gkss;realized gains / losses;;;NA;;;realized gains, realized losses;true;;(ROOT (SINV (VP (VBD realized) (NP (NNS gains))) (NP (VBG \/) (NNS losses))))
470;1Tr_gn7l;realized gains / losses;;;NA;;;realized gains, realized losses;true;;(ROOT (SINV (VP (VBD realized) (NP (NNS gains))) (NP (VBG \/) (NNS losses))))
473;1Tr_gppj;realized gains / losses;;;NA;;;realized gains, realized losses;true;;(ROOT (SINV (VP (VBD realized) (NP (NNS gains))) (NP (VBG \/) (NNS losses))))
435;1Tr_f7g6;returned bills of exchange ( credit );;;NA;;;returned bills of exchange;true;;(ROOT (SINV (VP (VBD returned)) (NP (NNS bills) (PP (IN of) (NP (NN exchange) (PRN (-LRB- -LRB-) (NP (NN credit)) (-RRB- -RRB-)))))))
346;1Pr_4ddy;rem backflush;;;AN_NP;backflush;;rem;false;;(ROOT (NP (NN rem) (NN backflush)))
132;1Ex_e1oz;remote data entry;;;AN_NP;enter;remote;data;false;;(ROOT (NP (JJ remote) (NNS data) (NN entry)))
181;1Im_lcbm;rent change;;;AN_NP;change;;rent;false;;(ROOT (NP (NN rent) (NN change)))
49;1Be_1y63;service entry sheet;;;NA;;;service entry sheet;true;;(ROOT (S (VP (VB service) (NP (NN entry) (NN sheet)))))
181;1Im_lcbm;rental;;;NA;;;rental;false;;(ROOT (NP (NN rental)))
181;1Im_lcbm;rental accounting;;;NA;;;rental accounting;false;;(ROOT (NP (JJ rental) (NN accounting)))
186;1Im_lmu3;rental accounting debit position;;;NA;;;rental accounting debit position;false;;(ROOT (FRAG (NP (NN rental) (NN accounting) (NN debit) (NN position))))
182;1Im_lcn5;rental unit - application assignment;;;AN_IRR;assign;;application;false;;(ROOT (NP (JJ rental) (NN unit) (: -) (NN application) (NN assignment)))
182;1Im_lcn5;rental unit inspection;;;AN_NP;inspect;;rental unit;false;;(ROOT (FRAG (NP (JJ rental) (NN unit) (NN inspection))))
225;1Ku_903f;repair order;;;NA;;;repair order;false;;(ROOT (NP (NN repair) (NN order)))
53;1Be_25fz;service entry sheet;;;NA;;;service entry sheet;true;;(ROOT (S (VP (VB service) (NP (NN entry) (NN sheet)))))
483;1Un_jwkf;repeatability of data transfer ( automation / scheduling );;;NA;;;repeatability;false;;(ROOT (NP (NN repeatability) (PP (IN of) (NP (NN data) (NN transfer) (PRN (-LRB- -LRB-) (NP (JJ automation) (JJ \/) (NN scheduling)) (-RRB- -RRB-))))))
494;1Un_k89c;repeatability of data transfer ( automation / scheduling );;;NA;;;repeatability;false;;(ROOT (NP (NN repeatability) (PP (IN of) (NP (NN data) (NN transfer) (PRN (-LRB- -LRB-) (NP (JJ automation) (JJ \/) (NN scheduling)) (-RRB- -RRB-))))))
594;1Ve_mw7t;replacement order processing;;;AN_NP;process;;replacement order;false;;(ROOT (NP (NN replacement) (NN order) (NN processing)))
591;1Ve_musj;replacement rebooking cancellation and cancellation by organizer;;;AN_NP;replace, rebook, cancel;;;false;;(ROOT (NP (NN replacement) (, ,) (NN rebooking) (, ,) (NN cancellation) (, ,) (CC and) (NN cancellation) (PP (IN by) (NP (NN organizer)))))
191;1In_aklk;service entry sheet;;;NA;;;service entry sheet;true;;(ROOT (S (VP (VB service) (NP (NN entry) (NN sheet)))))
200;1In_awpb;service entry sheet;;;NA;;;service entry sheet;true;;(ROOT (S (VP (VB service) (NP (NN entry) (NN sheet)))))
207;1In_b3z3;service entry sheet;;;NA;;;service entry sheet;true;;(ROOT (S (VP (VB service) (NP (NN entry) (NN sheet)))))
92;1En_co6p;report shipping;;;AN_NP;ship;;report;false;;(ROOT (NP (NN report) (NN shipping)))
98;1En_cqec;report shipping;;;AN_NP;ship;;report;false;;(ROOT (NP (NN report) (NN shipping)))
215;1In_be6n;service entry sheet;;;NA;;;service entry sheet;true;;(ROOT (S (VP (VB service) (NP (NN entry) (NN sheet)))))
243;1Ku_9soy;service entry sheet;;;NA;;;service entry sheet;true;;(ROOT (S (VP (VB service) (NP (NN entry) (NN sheet)))))
238;1Ku_9mgu;service product order;;;NA;;;service product order;true;;(ROOT (S (VP (VB service) (NP (NN product) (NN order)))))
129;1Ex_dy43;reports;;;NA;;;reports;false;;(ROOT (NP (NNS reports)))
7;1An_kgnx;reposting;;;AN_NP;repost;;;false;;(ROOT (NP (NN reposting)))
372;1Pr_diw6;rescheduling;;;AN_NP;reschedule;;;false;;(ROOT (NP (NN rescheduling)))
358;1Pr_d1ur;rescheduling and actual date entry;;;AN_NP;reschedule, entry;;actual date;false;;(ROOT (NP (NN rescheduling) (CC and) (JJ actual) (NN date) (NN entry)))
20;1An_ks6c;reservation processing;;;AN_NP;process;;reservation;false;;(ROOT (NP (NN reservation) (NN processing)))
27;1An_l2cf;reservation processing;;;AN_NP;process;;reservation;false;;(ROOT (NP (NN reservation) (NN processing)))
128;1Ex_dxa3;reset commitments carried forward;;;PS;reset;;commitments carried forward;false;;(ROOT (S (NP (JJ reset) (NNS commitments)) (VP (VBD carried) (ADVP (RB forward)))))
113;1Er_hhi9;resource planning;;;AN_NP;plan;;resource;false;;(ROOT (NP (NN resource) (NN planning)))
480;1Un_jh6h;resource planning;;;AN_NP;plan;;resource;false;;(ROOT (NP (NN resource) (NN planning)))
113;1Er_hhi9;resource planning ( order );;;AN_NP;plan;;resource;false;;(ROOT (NP (NN resource) (NN planning) (PRN (-LRB- -LRB-) (NP (NN order)) (-RRB- -RRB-))))
480;1Un_jh6h;resource planning ( order );;;AN_NP;plan;;resource;false;;(ROOT (NP (NN resource) (NN planning) (PRN (-LRB- -LRB-) (NP (NN order)) (-RRB- -RRB-))))
228;1Ku_93jr;resource-related billing;;;AN_NP;bill;resource-related;;false;;(ROOT (NP (JJ resource-related) (NN billing)))
241;1Ku_9p00;resource-related billing;;;AN_NP;bill;resource-related;;false;;(ROOT (NP (JJ resource-related) (NN billing)))
364;1Pr_da70;resource-related billing;;;AN_NP;bill;resource-related;;false;;(ROOT (NP (JJ resource-related) (NN billing)))
352;1Pr_cv1j;resource-related quotation;;;NA;;;resource-related quotation;false;;(ROOT (NP (JJ resource-related) (NN quotation)))
119;1Er_ieku;results analysis for sales orders;;;AN_NP;analyse;;results;false;;(ROOT (NP (NNS results) (NN analysis) (PP (IN for) (NP (NNS sales) (NNS orders)))))
378;1Pr_dn32;results analysis planning;;;AN_NP;plan;;results analysis;false;;(ROOT (NP (NNS results) (NN analysis) (NN planning)))
410;1Qu_btq3;results recording;;;AN_NP;record;;results;false;;(ROOT (NP (NNS results) (NN recording)))
413;1Qu_bywg;results recording;;;AN_NP;record;;results;false;;(ROOT (NP (NNS results) (NN recording)))
420;1Qu_cb8m;results recording;;;AN_NP;record;;results;false;;(ROOT (NP (NNS results) (NN recording)))
422;1Qu_ce0j;results recording;;;AN_NP;record;;results;false;;(ROOT (NP (NNS results) (NN recording)))
425;1Qu_cjnw;results recording;;;AN_NP;record;;results;false;;(ROOT (NP (NNS results) (NN recording)))
3;1An_kefi;retirement;;;AN_NP;retire;;;false;;(ROOT (NP (NN retirement)))
4;1An_kex6;retirement;;;AN_NP;retire;;;false;;(ROOT (NP (NN retirement)))
38;1An_lac3;retirement of leased asset;;;AN_OF;retire;;leased asset;false;;(ROOT (NP (NN retirement) (PP (IN of) (NP (VBN leased) (NN asset)))))
0;1An_ka9y;retirements;;;NA;;;retirements;false;;(ROOT (NP (NNS retirements)))
35;1An_l7u8;retirements;;;NA;;;retirements;false;;(ROOT (NP (NNS retirements)))
582;1Ve_m4y2;retraction of long-term incentives;;;AN_OF;retract;;long-term incentives;false;;(ROOT (NP (NN retraction) (PP (IN of) (NP (JJ long-term) (NNS incentives)))))
586;1Ve_m63t;retraction of long-term incentives;;;AN_OF;retract;;long-term incentives;false;;(ROOT (NP (NN retraction) (PP (IN of) (NP (JJ long-term) (NNS incentives)))))
452;1Tr_gabg;spot / forward exchange transaction;;;NA;;;spot/ forward exchange transaction;true;;(ROOT (SINV (VP (VB spot)) (NP (CD \/) (JJ forward) (NN exchange) (NN transaction))))
483;1Un_jwkf;transfer procedure;;;NA;;;transfer procedure;true;;(ROOT (S (VP (VB transfer) (NP (NN procedure)))))
494;1Un_k89c;transfer procedure;;;NA;;;transfer procedure;true;;(ROOT (S (VP (VB transfer) (NP (NN procedure)))))
166;1Ex_epa1;vendor down payment;;;NA;;;vendor down payment;true;;(ROOT (S (VP (VB vendor) (PRT (RP down)) (NP (NN payment)))))
6;1An_kg4m;revaluation;;;AN_NP;revalue;;;false;;(ROOT (NP (NN revaluation)))
370;1Pr_dgbj;vendor down payment;;;NA;;;vendor down payment;true;;(ROOT (S (VP (VB vendor) (PRT (RP down)) (NP (NN payment)))))
165;1Ex_eoxo;vendor down payments;;;NA;;;vendor down payments;true;;(ROOT (S (VP (VB vendor) (PRT (RP down)) (NP (NNS payments)))))
358;1Pr_d1ur;vendor down payments;;;NA;;;vendor down payments;true;;(ROOT (S (VP (VB vendor) (PRT (RP down)) (NP (NNS payments)))))
144;1Ex_e7kd;activate future material price;;;VOS;activate;;future material price;true;;(ROOT (SINV (VP (VBP activate) (NP (JJ future) (NN material))) (NP (NN price))))
375;1Pr_dkfa;revenue planning;;;AN_NP;plan;;revenue;false;;(ROOT (NP (NN revenue) (NN planning)))
387;1Pr_dve4;revenue planning in work breakdown structure;;;AN_NP;plan;;revenue;false;;(ROOT (NP (NN revenue) (NN planning) (PP (IN in) (NP (NN work) (NN breakdown) (NN structure)))))
387;1Pr_dve4;revenue planning with sd;;;AN_NP;plan;;revenue;false;;(ROOT (NP (NN revenue) (NN planning) (PP (IN with) (NP (NN sd)))))
363;1Pr_d957;review;;;VOS;review;;;false;;(ROOT (NP (NN review)))
379;1Pr_dotx;review;;;VOS;review;;;false;;(ROOT (NP (NN review)))
400;1Pr_mpk-;review;;;VOS;review;;;false;;(ROOT (NP (NN review)))
176;1Ex_evsj;carry forward g/l balances;;;VOS;carry forward;;g/l balances;true;;(ROOT (S (VP (VB carry) (PRT (RP forward)) (NP (JJ g\/l) (NNS balances)))))
2;1An_kc5k;carry out year-end closing in asset management;;;VOS;carry out;;year-end closing;true;;(ROOT (S (VP (VB carry) (PRT (RP out)) (NP (JJ year-end) (NN closing) (PP (IN in) (NP (NN asset) (NN management)))))))
355;1Pr_cx7a;review project stock inventory balances;;;VOS;review;;project stock inventory balances;false;;(ROOT (FRAG (NP (NN review) (NN project) (NN stock) (NN inventory)) (VP (VBZ balances))))
61;1Be_2n6s;rfq/quotation;;;NA;;;rfq, quotation;false;;(ROOT (NP (NN rfq\/quotation)))
225;1Ku_903f;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
238;1Ku_9mgu;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
251;1Ku_a6af;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
531;1Ve_6294;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
540;1Ve_6mxu;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
548;1Ve_710u;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
553;1Ve_7c1w;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
563;1Ve_7uuo;risk / credit management;;;AN_NP;manage;;risk, credit;false;;(ROOT (FRAG (NP (NN risk) (NN \/) (NN credit) (NN management))))
439;1Tr_fy8q;rollover;;;VOS;roll over;;;false;;(ROOT (NP (NN rollover)))
452;1Tr_gabg;rollover;;;VOS;roll over;;;false;;(ROOT (NP (NN rollover)))
465;1Tr_gjiw;rollover;;;VOS;roll over;;;false;;(ROOT (NP (NN rollover)))
472;1Tr_gogd;rollover;;;VOS;roll over;;;false;;(ROOT (NP (NN rollover)))
151;1Ex_ebbl;rollup;;;VOS;rollup;;;false;;(ROOT (NP (NN rollup)))
489;1Un_k30q;rollup consolidation groups;;;VOS;rollup;;consolidation groups;false;;(ROOT (NP (JJ rollup) (NN consolidation) (NNS groups)))
488;1Un_k1qh;rollup in consolidation monitor;;;VOS;rollup;;;false;;(ROOT (S (NP (NN rollup) (PP (IN in) (NP (NN consolidation)))) (VP (VBP monitor))))
37;1An_l8wo;carry out year-end closing in asset management;;;VOS;carry out;;year-end closing;true;;(ROOT (S (VP (VB carry) (PRT (RP out)) (NP (JJ year-end) (NN closing) (PP (IN in) (NP (NN asset) (NN management)))))))
493;1Un_k7jq;change revaluation factor;;;VOS;change;;revaluation factor;true;;(ROOT (S (VP (VB change) (NP (NN revaluation) (NN factor)))))
47;1Ar_m8qw;change to benefits plan participation;;;VOS;change;;;true;;(ROOT (S (VP (VB change) (PP (TO to) (NP (NNS benefits) (NN plan) (NN participation))))))
582;1Ve_m4y2;sale of long-term incentives;;;AN_OF;sell;;long-term incentives;false;;(ROOT (NP (NN sale) (PP (IN of) (NP (JJ long-term) (NNS incentives)))))
585;1Ve_m5rc;sale of long-term incentives;;;AN_OF;sell;;long-term incentives;false;;(ROOT (NP (NN sale) (PP (IN of) (NP (JJ long-term) (NNS incentives)))))
603;1Wa_nuwn;sale / return ( store );;;NA;;;sale, return;false;;(ROOT (NP (NN sale) (NN \/) (NN return) (PRN (-LRB- -LRB-) (NP (NN store)) (-RRB- -RRB-))))
498;1Ve_4fin;sales activity processing;;;AN_NP;process;;sales activity;false;;(ROOT (NP (NNS sales) (NN activity) (NN processing)))
313;1Pr_1bt1;sales and operations planning;;;AN_NP;plan;;sales, operations;false;;(ROOT (NP (NNS sales) (CC and) (NNS operations) (NN planning)))
515;1Ve_52tx;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
520;1Ve_5dvr;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
525;1Ve_5otm;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
531;1Ve_6294;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
540;1Ve_6mxu;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
548;1Ve_710u;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
553;1Ve_7c1w;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
563;1Ve_7uuo;sales order;;;NA;;;sales order;false;;(ROOT (NP (JJ sales) (NN order)))
348;1Pr_7og-;sales order processing;;;AN_NP;process;;sales order;false;;(ROOT (NP (NNS sales) (NN order) (NN processing)))
358;1Pr_d1ur;sales order processing;;;AN_NP;process;;sales order;false;;(ROOT (NP (NNS sales) (NN order) (NN processing)))
359;1Pr_d2p8;sales order processing;;;AN_NP;process;;sales order;false;;(ROOT (NP (NNS sales) (NN order) (NN processing)))
526;1Ve_5p60;sales order processing;;;AN_NP;process;;sales order;false;;(ROOT (NP (NNS sales) (NN order) (NN processing)))
562;1Ve_7suf;sales order processing;;;AN_NP;process;;sales order;false;;(ROOT (NP (NNS sales) (NN order) (NN processing)))
572;1Ve_8bao;sales order processing;;;AN_NP;process;;sales order;false;;(ROOT (NP (NNS sales) (NN order) (NN processing)))
119;1Er_ieku;sales order settlement;;;AN_NP;settle;;sales order;false;;(ROOT (NP (NNS sales) (NN order) (NN settlement)))
108;1Er_h4fo;sales planning;;;AN_NP;plan;;sales;false;;(ROOT (NP (JJ sales) (NN planning)))
475;1Un_j73d;sales planning;;;AN_NP;plan;;sales;false;;(ROOT (NP (JJ sales) (NN planning)))
186;1Im_lmu3;sales report entry;;;AN_NP;enter;;sales report;false;;(ROOT (NP (NNS sales) (NN report) (NN entry)))
186;1Im_lmu3;sales settlement processing;;;AN_NP;process;;sales settlement;false;;(ROOT (NP (NNS sales) (NN settlement) (NN processing)))
497;1Ve_4fbt;sales support ( cas );;;AN_NP;support;;sales;false;;(ROOT (NP (NNS sales) (NN support) (PRN (-LRB- -LRB-) (NP (NN cas)) (-RRB- -RRB-))))
410;1Qu_btq3;sample calculation and sample management;;;AN_NP;calculate, manage;;sample;false;;(ROOT (NP (NN sample) (NN calculation) (CC and) (NN sample) (NN management)))
422;1Qu_ce0j;sample calculation and sample management;;;AN_NP;calculate, manage;;sample;false;;(ROOT (NP (NN sample) (NN calculation) (CC and) (NN sample) (NN management)))
425;1Qu_cjnw;sample calculation and sample management;;;AN_NP;calculate, manage;;sample;false;;(ROOT (NP (NN sample) (NN calculation) (CC and) (NN sample) (NN management)))
87;1Be_8ri3;sample definition;;;AN_NP;define;;sample;false;;(ROOT (NP (NN sample) (NN definition)))
87;1Be_8ri3;sample processing;;;AN_NP;process;;sample;false;;(ROOT (NP (NN sample) (NN processing)))
